ID,Paragraph,LatentClasses,LatentClassNames
415,I support affirmative action in general because it is intended to level the playing field for disadvantaged groups. I do not know all of the types of affirmative actions so I cannot say that I would support all affirmative actions 100% . I hold the view because my mom talks a lot about minority issues and I have taken classes related to those issues.,1,apaths
416,"i think vaccines are good, abortion should be",1,apaths
417,"Drugs should be decriminalized so that drug users can be treated for mental health issues instead of being imprisoned. Our current abstinence-only approach to drug use does not solve the underlying reasons why people use drugs. It also makes drug use less safe, leading to more overdoses and health consequences such as HIV and hepatitis. With a less criminal approach to drug use, people can be treated humanely and drug use might actually decrease.",1,apaths
418,"I am strongly against the legalization of 'hard' drugs. I have this opinion because the 'hard' drugs brought up have no health benefits to anybody. Cocaine, heroin, fentanyl. None of those are going to save people, only going to make the drug business boom, which is something the government, especially, doesn't want to happen. We legalize 'hard' drugs, we are basically handing over the government to them since they will run every financial thing in America. 
I say this position in regards of only 'hard' drugs. I do believe in the legalization of marijuana since it is not only natural, but it also is beneficial to people struggling with their health. 
I do not want future generations to be full of addicts because of our decision to legalize something so unnatural and harmful to ones body.",1,apaths
422,I strongly believe abortions should be legal. We live in a world where women are often shun down and their voice are not heard because men want to power over and control women's bodies and choices. We've worked hard and strong just for women to be able to vote. The push for abortions to be illegal needs to stop. This is not a safe world to live in and we must fix it,1,apaths
423,I don't know.,1,apaths
425,"Drug legalization.

Drug users are only inherently criminals due to drugs being illegal in the first place. It's not a criminal issue, but truly a medical one, in my opinion.",1,apaths
426,"If illegal drugs were legalized, they could be more available to scientists to study and create safe versions of medications for. Also the punishments for posessing and using these drugs would be less, allowing for drug addicts to spend time recovering rather than time in jail.",1,apaths
430,"I believe that abortion should be legal. It is a women's choice whether or not she chooses to have a child, not the government's. It's also a huge health concern to restrict access to that part of healthcare. Not everyone going for an abortion is someone who just made a mistake. Some women are raped and sexually assaulted, and some women can't afford to have a child. The empowerment a women has in making that decision is a huge thing, and the government is seriously making a mistake with the current decision to make it illegal. Better health outcomes and decisions are pertinent for women's reproductive health.",1,apaths
431,i am strongly against affirmative action. it takes away from those who are more qualified.,1,apaths
432,"I think abortion should be legal. There are way too many people being born for the wrong reasons, into bad homes. Abortion is also a medical right that affects the mother. No one should tell someone else what they can/cannot do with their body that has an impact on the rest of their life.",1,apaths
434,"Power always corrupts to some degree. Weapons give power and are dangerous. Positions of authority give power and are very often morally unjust. Police spending far outweighs the 'good' that it provides. This money would be better spent on education, housing, healthcare, etc.. The argument that crimes would increase with less police spending are flawed and incorrect. Crimes are committed out of necessity or mental illness. By providing all people with the things they need by default, as well as providing real mental welfare, crimes would decrease far more than by weaponizing an untrained unsympathetic reactive force.",1,apaths
437,I think affirmative action is important because for too long minorities have not had equal opportunity. AA would insure or at least strengthen the abilty to gain access to higher education and the upper levels of employment.,1,apaths
438,"I’m still unsure on vaccine mandates, I feel that we should be responsible citizens and get them. But my concern is some people may have allergic reactions.",1,apaths
446,"I believe that police departments should be defunded due to their massive budgets, the cultural attitudes that they produce and reinforce, and the continued ineffectiveness of our police forces to handle certain cases. I do not think that the police should be entirely defunded but I do think that presently they have lost a lot of their effectiveness and their trust with the public. If they wish to be operating with such inflated operating budgets then they should be more beholden to the communities that they supposedly protect. Until their are massive changes to the current structure the money would be much better spent on other areas.",1,apaths
447,"I choose the mandated vaccines issue. I am against that because I feel as though it should be up to the individual when it comes to health choices. There are many reasons someone may not want a vaccine, whether it's religious, health, or personal beliefs. People should never be forced to take a vaccine without having any say. It severely imposes on personal freedom and that's something that no one aside from the person considering getting the vaccine should be deciding on.",1,apaths
451,Defund the police. I'm for it. The funds that are being used to militarize out police could go to things to better help the public.,1,apaths
456,"Standardized testing because I have a baby who will be going into the education system before too long. And it seems to not be succeeding very well a lot of states have very low education success rates.

Obviously teaching to the standardized test is not 100% effective in every situation where every state. I think other options should be explored. So that we can continue to improve the education to our children. Doing the same old same old is just not going to cut it.",1,apaths
461,"I support abortion because I think the pros outweigh the cons. If you just make it before a certain time in the pregnacy then it should be legal. I think that because of rape victims children than got abused and pregnant shouldnt have to carry the child, simply because it's a womans right if she wants to be a mother or carry a child.",1,apaths
463,"I think that drugs should not be legalized because they are illegal for a reason. The effects that they can have on people can be dangerous to others in society. If someone is under the influence of these drugs, they may go crazy and do things they would not do if they were not on these drugs. They may also overdose and cause harm to themselves. It can be dangerous to make these drugs legal.",1,apaths
466,I’m choosing the legalization of drugs. I chose this one because I believe it should be legalized everywhere as it can help some people with pain,1,apaths
469,"I believe all abortions should be legal. I hold this belief because men have full control over their bodies and women do not. We are not just incubators to produce offspring, we are people with hopes and dreams and we should be able to pursue our lives without the threat of pregnancy ruining them, without the fear of rape taking away our lives. Abortion is not a decision that any woman makes lightly, it is life altering regardless. Late term abortions are almost always due to a threat that could end the woman's life or there is a problem with the fetus that makes it ""incompatable with life"". No woman should have to live with that fetus and know it will be stillborn, she should always have the option to humanely end that pregnancy. If abortion is made illegal, it takes the rights away from half of the country and will end the lives of countless women who feel they need to seek out illegal means to end their pregnancies. Making abortion illegal does not end abortion, it simply ends safe abortion.",1,apaths
470,"Legalizing drugs is a tough topic because I think they should be legal in the sense, you should not go to jail for it. However, I think there should be regulations because I dont want people getting addicted easier because of it being legal. Maybe having safer access to drugs so there are less overdoses .",1,apaths
476,"I believe that abortion should be legalized because each woman deserves the right to choose and have control over their body. Furthermore, women will have hazardous abortions at home if it is criminalized. It is healthcare that should not be denied.",1,apaths
477,"Defunding the police is a difficult topic to argue either side. I minored in criminology and on one hand we could be using that money to support rehabilitation programs, educating youth, helping homeless, etc. Basically, we could be using the money on preventing crimes rather than punishing for crimes, especially smaller offenses.  On the other hand defunding the police stunts advances in technology like surveillance and forensic testing.",1,apaths
483,standardized testing is out of date. The education process is different for all,1,apaths
486,"When it comes to the issue of whether or not police should be defunded, I personally believe that the tax dollars of citizens can be more effectively used to prevent the creation of criminals, rather than simply locking them up. Crime historically stems for those who feel they need to be criminals to survive. With the money previously used to fund police stations, not to mention the tax dollar drain from high legal fees and payouts that are routinely paid by police stations due to officer misconduct, communities could instead be improved so that far less people will become criminals in the first place. I personally do not believe in abolishing all police, as there will always be crime, but the relocation of funds to preventive measures could drastically decrease the amount, to the point where few cops are even needed to manage the problem.",1,apaths
488,"I think that standardized tests like the ACT and SAT should not be the main factor used to determine if a student should be accepted into a college or not. The tests themselves are expensive and as a single mom, I struggled to be able to pay for my daughter to take them. I also lacked the money to get her individualized tutoring for those tests which also helps increase the scores. I feel like wealth should not be needed to determine success on the test or not. 
There is also no data that suggests scoring well on those tests means you will be successful in college.  A student who scored lower on those tests can end up doing better academically than a student who did better.",1,apaths
490,"I think standardized tests should be removed from academic admissions because at the end of the day, they don't mean anything except that you can pass or fail a test. They don't test most knowledge that is actually taught in schools, and they are phrased in a way that requires additional studying just to pass. It puts extra stress on students because they have to study to pass their classes, possibly work jobs, do homework, and then study for their standardized tests. Plus, most are costly and it is fairly difficult to get a fee waiver.",1,apaths
497,"I believe standardized tests should be taken out of the American education system and I believe this for several reasons. One, school seems to be test-based and kids aren’t being taught for learning’s sake. Second, not everyone is a great test taker or something like a bad day or circumstances could lower someone’s score. I don’t believe a test score is all encompassing of one’s ability and knowledge on a subject",1,apaths
498,Legal abortion shouldn't be something controversial. It's as simple as the fact that it's up to the person to decide what they want about their body.,1,apaths
501,I think abortion should be legal under any and all circumstances because it is a medical issue that is no one's business but the patient and their doctor.,1,apaths
502,"I believe that the police should be defunded, or at least have a substantial decrease in funds, because they are clearly overfunded. Those funds could be reallocated to areas that are currently underfunded, such as: schools, communities, homelessness, and hospitals. I hold this opinion because I see so much chaos in my community with the homeless crisis and horrible roads, yet police are driving down the road in newer, nicer vehicles. I also feel like the police do little to contribute to bettering the conditions of my town and they should therefore lose some/most of their funding.",1,apaths
516,I fully support legalizing weed. Psychedelics as it helps with pain and anxiety and depression,1,apaths
521,"I support legalization of drugs. Police can focus on more high profile arrests like killers, assaults, ect. It would make people do less crime because they wouldn't have to run from the police and use violence. It would make the prisons less overcrowded and make room for more dangerous people.",1,apaths
526,"I feel most strongly about the issue of making drugs legal. As someone who suffers from the types of mental health issues that psychedelics at least have been proven to help (PTSD for sure, but I feel like my diagnoses of MDD and GAD may also be supported), I am for legalisation. Unfortunately, not all drugs are created equal. Things like opiates don't genuinely help people. They either make you so numb to your depression you feel okay living, or they aid people in a lot of pain who are dying to die a less painful death. Neither of these are permanent solutions, though the latter is more understandable. After that, they are not a solution for temporary pain, because they are so highly addictive, and most people don't know if they are susceptible to becoming addicted... until they become addicted. Marijuana has its uses, but more often than not, it's exploited as purely a way to get high, not for any genuine pharmaceutical or actual purposes. There are tons of different cannabinoids, I believe some of these should be continued to be restricted and others legalised as they are currently. Research shows that early exposure to THC can affect Schizophrenia in young men in their late teens. THC shouldn't even be an option. I could go on a rant about lab-created drugs, but to condense this, I'm mostly against those (thinking mostly of things intended to mimic THC, which have been proven to cause psychosis in some).",1,apaths
533,SAT or standaried test score are hugely overvalued  by colleges. by abolishing them we can better look at the other attribuites of a admission to the college and admit alot better people.,1,apaths
541,I think that abortion should be illegal because it hurts everyone. Someone could go an abort the kid they are having and it can hurt the male partner and family. It should not be allowed to be just the woman's decision,1,apaths
544,If there were no police anybody could do what they wanted. They would not get into trouble. It would be a nightmare. we would have to go back to the wild west and pack guns,1,apaths
545,I disagree with the concept of de-funding the police. It is such a difficult position and taking away resources will only make it worse. We need to put more money towards better training and strengthening those careers.,1,apaths
553,I selected slightly opposing defunding the police. I think that this will create a vacuum in the public space that will be filled with criminals and crime. I do think that there needs to be a greater focus on mental health and providing those services to the people the police serve but getting rid of them entirely would lead to anarchy.,1,apaths
555,The issue I select is defunding the police. All it will do is increase crime and increase violent death. New York became the safest city by increasing police presence.,1,apaths
556,"I think vaccine mandates are unconstitutional. While they may be helpful in reducing the spread of viruses, the COVID vaccines are somewhat unproven. I don't think the government should mandate what I do with my body.",1,apaths
557,"Affirmative action is, by definition, racist and it needs to go. If a person works hard to gain admission into college but is then rejected for being a certain race (usually Asian), then it is simply not fair. Why should someone who spends their whole life working to get into a good college be rejected on the basis of race? It's morally bereft.",1,apaths
570,"Standardized tests- I had to complete the SAT, ACT, and GRE for my graduate program, which is occupational therapy. Testing me on my math and english skills really isn't related to anatomy, physiology, or kinesiology.  I also have ADD and cannot stand sitting for long periods of time, and all of these tests require you to sit still at a desk/table for multiple hours, which is not ideal whatsoever. Standardizing tests is ridiculous and I think should be abolished.",1,apaths
572,Affirmative action should be dissolved because it unfairly treats others. The policy itself is racist and doesn't allow equal opportunity for everyone. This is why I hold my opinion,1,apaths
575,"Affirmative action, I love the fact that this gets minorities jobs. But the problem is businesses hire people just satisfy affirmative action and turn away whites that ""may"" be more qualified than those hired.  This creates lower quality of workers less proficient products produced and society in general suffers.",1,apaths
577,"I honestly thin that we should not defund the police, There is more crime and we need protection. The only way we can get it is having more police",1,apaths
580,When it comes to defunding the police I oppose that. the reason why I oppose that is because when it comes to policing I wanted to be as much police as possible so crimes can be eliminated and criminals can go to jail. if you defund the police that lowers the chance and resources of people in need getting help from the police.,1,apaths
582,"My position about removing standardized tests is mostly neutral, maybe slightly against.  I haven't heard much about it recently, and no longer being a student it doesn't affect me.  I do remember what a pain it was to study for them and how websites wanted money from you to take practice tests etc.  It was a miserable experience to study for and then take the test for hours.  It also affects a student's self image depending on how well they do.
However, removing it would possibly allow people who aren't fit for college to apply.  Not that they're worth less, but because a college can only admit so many students at one time it is probably better to admit those who can both do well in academics and prove that they really want to be there by going through hardship to study.",1,apaths
586,"When it comes to abortion, I feel like it is situational. It should be legal for the people that want it and the ones I don’t want to just don’t need to do it. It is especially important to have the option of abortion when you have some sort of medical reasons, such as the fetus is not alive anymore or other medical necessities. Also, if a person becomes pregnant from something tragic, such as rape, trafficking, abuse, then they should have the option as well.",1,apaths
592,"Defunding the police was a cry set by people who wanted to tear down our society. There are bad cops, that's a fact and has been seen numerous times, but that is only a handful. Defunding the police doesn't solve that problem. Psychological evaluations for current officers as well as officers in training would be far more effective. They are not the bad guys, they catch the bad guys. They are public servants who are there to ""protect and serve."" With cutbacks jobs would be lossed, crime would go up and our streets would be less safe for our loved ones and ourselves. Yes some go on power trips, there is plenty of videos on that, there are also many more videos of police helping, and being all around good people to those in need. They save lives. They only use force when truly necessary. They are there for us in our time of need. Without them we would always have to live in fear that no one will come when we need them the most.",1,apaths
597,If the police are defunded then there would be less police on the streets and crime would increase.  Large cities would become a free for all for criminals and people would be scared to live there.  People who could afford to would leave the city therby taking taxes away from the cities and the cities would spiral down the drain.,1,apaths
606,"I'm strongly against mandating vaccines. I think you take away a person's freedom and right to choose what they think is best for them by mandating vaccines. When governments do this it's almost like communism. It's like Big Brother knows best, and honestly they don't always know best. This is the same government that thinks abortion is OK and homosexuality is fine when clearly it's not. To say I don't fully trust the government is an understatement.",1,apaths
614,"Marijuana should be legalized across the US, for recreational use. The reasons for the government to outlaw it to begin with are ridiculous. It is a plant. All things in nature has some use. Marijuana is no different. Yes, people like to get high, but people can also use it for medicine for a variety of things. No one has ever died from smoking weed. Other illicit drugs are different. Some of them can be legalized, but only by prescription.",1,apaths
633,Having worked in Human Resources for years my position is affirmative action as it exists is not effective. It sets up classes and boundaries and many qualified candidates are overlooked. It also puts managers in a place to fill quotas not hiring the best candidates. It also makes for a negative work situation. .,1,apaths
638,Well I don't believe that abortion should be legal because I am a very religious person and I know that God is not okay with abortion. I do think that abortion is murder and it's taking the life of an innocent child who never even had the chance to choose between life and death. It is the same thing to me I was going out and killing someone if not worse. That is my stand on abortion I will never change my views on it I am definitely pro-life all the way and I don't understand people who think it's okay to go and do a sexual act and get pregnant but not have to take the responsibility for it. There are some cases however that should be excusable like if the baby in the mom's life is in danger and there is absolutely no way of carrying out the pregnancy without somebody dying. To me that is the only exception and only way that I would be okay with it.,1,apaths
643,I don’t know why anyone would want to defund the police. We need the police to enforce law and order in order to live a peaceful existence. I would be very scared to live in a world where our police have been defunded. They do a hard job that a lot of people would not be willing to do. I don’t know very many people who would be willing to put their lives on the line for the pay that they get. If anything the police should be paid more. Anyone who thinks the police should be defunded is because they live a life of crime and not wanting to follow the rules.,1,apaths
645,"I am strongly against abortion because I believe that life begins at conception and that any circumstance, except for the life of the mother, should be less important and less valuable than the life growing inside a mother.",1,apaths
648,I am pro-life because of my religious beliefs. I am Roman Catholic and the Church does not support abortion. It supports mothers in need and finds them services and assistance.,1,apaths
651,"I choose abortion. It hurts me deeply that the pro-life position even needs to be ""explained."" I mean, why is it wrong to kill an unborn baby?? Seriously?? I know cases of rape, incest, or mother's life in danger are instantly dragged out. Those are rare, isolated cases, and yes, there ARE children born from rape whose mother's have chosen life. Don't want the baby - give them up for adoption, but DON'T KILL! Now they are legalizing ""post-birth abortion."" Do I need to even comment on that?? SICKENING!!",1,apaths
653,We should not defund police. It will let crime run rampant. No one to help you when you are in danger. Criminals will take over.,1,apaths
659,"I will talk about the vaccine mandate and how I feel about it. I don’t think that a vaccine should ever be mandated. I think that it’s my body and I should have the choice to do what I want with it and particularly in recent times with Covid, and this vaccine that got created in a very short period of time and basically got use on the public as a rat experiment is a perfect example of why I don’t agree with a vaccine mandate. My own mother got the Covid vaccine and she has had several side effects from it, including being sent to the hospital because her blood platelet levels dropped to zero. The doctors ran every test possible on her and the only conclusion they could come up with was it was a side effect from the vaccine she received a few days before, the only reason my mom got that vaccine is because she needed it to leave out of the country. It was a requirement and because of that she almost lost her life and she is still dealing with multiple side effects. After doing research about the particular Covid vaccine that she took, there are several studies now showing this happening in women her age and there’s nothing she can do about it because the companies are protected from being sued. The problem she’s having now are very worrisome and she’s only 55 years old.  This is a prime example of why I don’t believe vaccine should be mandated.",1,apaths
682,I am for not defunding the police. They need to keep it as is. I think police do a good job and the good ones do not deserve to be punished,1,apaths
687,Abortion should be the parents decision. If they cannot raise the child then let them abort it,1,apaths
689,"Because I am a Christian and take the Bible as God’s promises and truths, I follow what is written.  Thou shall not kill.",1,apaths
692,I think illegal drugs should not be legalized. There is no reason for illegal drugs besides marijuana should ever be considered to be legal. Illegal drugs pose dangers to the users and society as some illegal drugs can change people’s personalities and perceptions. I think crime would increase if drugs were to become legal.,1,apaths
693,I feel that vaccines should not be mandated. The reason I feel this way is because I live in America and I thought I have freedom to choose. I have seen people get the vaccine and still get sick and die. So I do not believe that these vaccines should become law for the American people or any peoples in this world.,1,apaths
697,"I am pro abortion legality. As a woman, I am the only one that has the right what to decide about my body. If I do abortion, it is my only conscience and no one else. I am the only one that will carry the consequence of having an abortion.",1,apaths
698,It woukd be legalizing marajuana i feel it aids people who suffer mentally.,1,apaths
700,"Abortion being illegal. I am pro life. I think it is wrong to kill an unborn child, but not because I am religious. I am okay with abortion being legal for people who have become pregnant from rape, incest, or if it saves a mother. In those extreme cases, or maybe even if the child will have extensive difficulties surviving. Otherwise, it should be illegal. It just seems ridiculous people can commit legal murder because they couldn't control their ability to have sex or at least use protection... I feel we remove accountability by making it legal.",1,apaths
723,Defunding the police is a bad idea. There is already a shortage for first responders and to take away the funding only puts more work on an already over worked group.,1,apaths
724,"the abortion question.
I think that everyone has the right to manage their own body. What if a woman was raped and became pregnant. Who can force her to give birth to a child if she does not want it",1,apaths
725,I hold the opinion of no vaccine mandates because it forces people to have to take it when they don't want to such as for a job or school.,1,apaths
729,"I definitely oppose mandatory vaccinations now more than I used to because it revolves around COVID and there have been many studies and people coming out saying that the vaccination has been rushed and too many sketchy things. I think that is why it needs to be the people's choice on whether or not they want to get it. To have your life threatened if you don't get a certain vaccine is unconstitutional. And not everyone can medically receive vaccines, and no one should harass others on whether or not they have received it. Now, I understand how you can't go to other countries in place",1,apaths
731,"I do not think the police should be defunded.  People need a police force to protect them.  They need to know  the police are there in case they need to call them. 
Crime would be worse if the police were defunded.  Criminals would take over and do whatever they wanted to do. 
Citizens need to know the police will protect them.  They need to live in a safe environment.",1,apaths
732,"I believe that all drugs should be legalized. The war on drugs costs the United States million per year possibly billions of dollars of chasing down things that are grown on earth. We should decriminalize these products, and regulate them for sale. People are capable of making their own choices and have their own vices so it would be best to reduce the amount of public waste trying to crack down on drugs causes.",1,apaths
733,"Defunding the police is a stupid idea, as it does not solves anything. And just creates more crime and tougher on the cops that actually do good justice. People who want to defund the police just want to get away with crimes",1,apaths
739,I am firmly against defunding the police. As it is more departments are struggling with staffing and equipment defunding would only weaken them more and make it harder to respond to citizens in a reasonable period of time,1,apaths
749,"I do not believe in legal abortions because it goes against God's will. I believe a woman should have a baby that has been conceived unless the pregnancy is going to cause death to the mother. If a mother does not want the child, there are so many woman that cannot have children that would love to adopt and give a child a loving home.",1,apaths
750,"I think the police should not be defunded, but rather be further funded. I believe this because even Democrat Gavin Newsom admitted that there is a shortage of police officers. A police officer is someone who protects the people by stopping dangerous people when they're committing crime. If police were to be defunded, there would be more crime and violence. In fact, police officers are a type of ""peace officer."" Without these peace officers, there would be less peace.",1,apaths
756,"Affirmative action is a bad idea in the sense that we should not as a society consider race as a factor in selecting college applicants or potential hires, which is an inherently racist notion. We should only consider the best. Despite any notion of social insufficiency or disadvantage, if one was suited to the position they strive for or intelligent enough to get into a prestigious school, they should be recognized entirely for their natural or honed abilities and mental faculties, because that is the only thing that should matter.",1,apaths
758,"Defunding the police, I think it's bad because crime is up and the police need all the help they can get.",1,apaths
761,"I'll go with legalized drugs. First of all, I think drugs like pot and edibles are perfectly fine. However, if drugs like heroine; cocaine and methamphetamines were to become legal, there would be a surge of overdoses and the crime rate would skyrocket overnight. It would be a social disaster.",1,apaths
762,"I strongly believe that abortion should be illegal in this country. No matter how you look at the situation, the bottom line is, abortion is murder. If abortions were to be legal in this country, I feel too many women/men would feel it’s okay to have unprotected sex because they can always get an abortion if they were to get pregnant.",1,apaths
763,Defunding the Police - I tend to slightly agree with defunding the police but not in the terms of all or nothing. I want a more professional national training implemented with layoffs across Police Stations especially Large Cities like New York for example. There's simply too much corruption.,1,apaths
775,"I have chosen the legalization of illicit drugs. I believe they should be fully legalized, regulated, and properly taxed like any other prescription. My view is largely biased by spite for cartels and other such organizations and their inhumane practices; legalization and stateside production would mean less money to them.",1,apaths
777,I think affirmative action was a bad idea.,1,apaths
781,"I believe standardized testing should be removed from schools. The reason for this is because not everybody learns the same. Basically as it stands, kids are being taught to memorize what’s important to pass the test so that schools get good ratings. A schools rating may be important, but it is not more important than kids actually learning and not just memorizing.",1,apaths
784,"Legalization of drugs.
There are many health benefits to people that suffer from numerous diseases that can benefit from certain drugs. Microdosing has been studied and shown to reduce the symptoms of depression and anxiety. Marijuana has been shown to releave symptoms of pain, help with anxiety, lessen the side effects of Chron's disease.",1,apaths
788,"Abortion is a big issue with me. There are some instances such as rape, incest, mother could die, etc where I believe there is a reason. Most people don't want a baby so go get an abortion. They use it for birth control even tho they knew what would happen when they had sex. 1 time is all it takes to get pregnant and that baby did nothing wrong to deserve to die. People want to say it's a clump of cells. It is but it also has a heartbeat. It can move and grow and think. Would you kill a litter of puppies because they are unwanted? No because you would give them away.",1,apaths
789,Vaccines help protect people from getting ill from the virus,1,apaths
795,I believe the police should not be refunded. Criminals will take advantage of the situation. We actually need more police..,1,apaths
