ID,Paragraph,LatentClasses,LatentClassNames
184,"I think that legalizing the use of drugs can seriously harm our society and especially the new generation of young people since this type of substance, many of them hallucinogens, seriously affect the cognitive abilities of human beings and also affect their health in general. general. Drugs should only be used in certain clinical cases that warrant it and under no circumstances should consumption be allowed for recreational purposes.",3,sages
189,"I believe that affirmative action is important in our society as it provides a framework that grants opportunities to people who may not have otherwise. I do think its not perfect in its current form and could be improved and updated. We do need over site in its application and how its applied in different areas since like anything else it can be discriminator within groups it applies to. Since we can't know who the next person to advance us as a species will be. I believe everyone should have the same access to chance to grow, learn and work.",3,sages
192,Abortion should not be legal in most cases. A former wife and myself went through and abortion several years ago and there is not a day that goes by that I don't regret the decision. Our baby had genetic faults and would have likely been still born or died shortly after birth. We didn't have the right to make that decision for a child. My brother had been told something very similar for one of his children and the child was born healthy. I will never know if my decision was the right one to make. Abortion should only be allowed in specialized cases and rape. Not because someone was careless or not prepared for the consequences.,3,sages
196,"I feel abortion should not only be legal, I feel that it should be free (as should all basic health care). There is NO 100% effective method of birth control, and even if there were, rape happens. More importantly, MISTAKES happen. I don't think there should be judgement on why one wants an abortion--simply give the woman back her bodily autonomy.",3,sages
198,"I believe that abortion should be up to the mother and that women should have the right to do what they want with their bodies. I don't think the government should be making decisions for people. That being said, it makes me sad that the babies that are aborted don't get a chance to live. In an ideal world, nobody would have to have an abortion, but I am in support of people being allowed to make that choice for themselves. I also know that there are a ton of children in foster care, and often children are born into bad situations.",3,sages
199,I believe that drugs should be legalized. It’s time for the pharmaceutical companies to stop taking money from its patients. It’s proven that drugs such as marijuana and psilocybin have been positive in the treatment of mental illness. These are also natural elements from the earth versus chemicals made in a pill.,3,sages
203,"The topic of abortion to me, as a man in the US, is a strong one. I'm not religious, like the growing number of people in this country today, and really the singular standpoint on those that are anti abortion are in religious groups that go against their belies. People should definitely be allowed to choose what they want to do with their body, including having children. There are countless examples of the mother having to choose between herself and having a child when pregnant, and with abortion criminalized you're putting the mother's' life at stake. Rape unfortunately is still a prevalent thing in this country and those who are attacked would then be forced to carry a child instead of having an abortion which is a despicable thing to think about. While there are always two sides to every argument, religious beliefs should not be at the forefront of any argument especially in a case as serious as this one as it alienates those who do not follow those beliefs.",3,sages
205,"While I firmly believe that vaccines are helpful and valuable, I don't believe that mandating them will promote anything good. In the long run it will cause so much division and animosity. It would be much more advantageous for the scientific and medical community to be completely transparent about the pros and cons of vaccines and thoroughly educate people about vaccines instead of forcing.",3,sages
207,"Although it is a complicated issue, I do not think that standardized tests should be removed as a requirement for college admission. I am now in my Masters, and have taken the ACT, SAT, LSAT, and GRE, all as a relatively good test-taker, but I still get anxiety sometimes that causes me to freeze and panic and lose time during the test. Even still, I think that my performance on these exams at least partly reflects how I perform in school. These tests are not really any different from school exams, and I still freeze up on those sometimes too. I personally know many students from my high school class who had the same GPA as me, took the same number of APs as I did (if not more), and who worked just as hard as me for their academics, but received a lower score on the ACT/SAT. I also know that these students would be unprepared for the rigor required at the college that I attended, even though the school might have accepted them if ACTs/SATs were not required. While I understand that standardized tests prove a financial barrier for many disadvantaged families, I do believe that they should still be required and that instead we should find some way to make them a more equal playing field than they are currently.",3,sages
208,"I do not believe that illicit drugs should be legalized. It is true that whether legal or not people still use these drugs; however, legalization would make these drugs seem acceptable to use which would increase the likelihood of people using them including teens. The increased usage of these drugs in the population will cause all kinds of problems -- most likely cause a significant increase compared to now. Crime would most likely go up, for example, as people who may not be able to afford their drug habit attempt to find money for it.",3,sages
209,I think affirmative action is a positive things to have overall and allows people who come from less than fortunate or marginalized backgrounds have access to opportunities they wouldn't be able to get a hold of normally because of the systematic racism that's a core factor in this country from the start. Hold this view mainly because it's just the right humane view to have for equality,3,sages
211,I think certain drugs should be legalized for the thing is that it help with pain.,3,sages
212,I strongly oppose mandatory vaccinations because I feel it takes away our right to choose and our freedom.,3,sages
218,"I think illicit drugs should be decriminalized. The war on drugs has been an epic failure; a waste of money and has put a lot of people in prison who have only been drug users.  We have stigmatized drug users as criminals instead of treating drug use as a social issue to be dealt with.  More people die from alcohol than drugs, and no one bats an eye at that.  Legalizing drugs and allowing people to have access to clean supplies and not reusing needles and not getting drugs laced with fetanal or other dangerous substances would be a net positive.  In addition, drugs can be taxed to pay for drug treatment programs.",3,sages
220,Legalization of recreational drug use. I don't support it because it affects your mind and your not a 100 percent there. Also will probably lead to more accidents because of an altered state of mind.,3,sages
221,"Standardized testing should be removed from the public education system because it does not actually represent a student well. The S-A-T and A-C-T are such broad tests that it doesn't actually pinpoint or centralize a student's strong point and instead allows for test-taking skills to be more important than high school success or individuality. Overall, one test should not hold so much weight when it comes to a college admissions decision for a student.",3,sages
223,"I believe that a woman should be able to choose to have an abortion anywhere in America for any reason. Every person should have bodily autonomy and not be forced into medical procedures against their will. Being pregnant and giving birth is brutal, and if a woman doesn't want to go through that, they should have the right not to.",3,sages
224,"Abortion should be legal because the government does not get to decide what someone does with their own body, especially when it only affects them. Women will die and children will be unwanted or born with disabilities because a few people in high positions feel its murder.",3,sages
226,"I strongly oppose making abortion illegal. I believe every life has the chance to live no matter the circumstances. Yes a 14 year old can be raped and forced to have a child, and maybe that 14 year old is completely unfit to be a parent. In that case there should be a program set up for adoption into a family that cannot have children. That child will be loved and cared for. I do not believe we should have the option to kill our spawn so easily. If we make the mistake, or if we are forced into the situation and have a child, we should indulge in the reality and do what is right for that life, not just our own. We cannot only think of ourselves in the moment. Not to mention, population is decreasing. We need more babies.",3,sages
227,I think that vaccines should be mandatory because it will protect our older population and sickly people because there will be less disease circulating.  We might even be able to get rid of certain illnesses to some degree.  School students will likely be able attend more days of school and the school system in general would be healthier if vaccines were mandatory.,3,sages
235,"My answer for all three of these is always going to fall along the lines of ""I'm not a terrible person and i don't want others to suffer more than necessary"" but specifically in regards to vaccines, both myself and my family are immunocompromised and have to rely on herd immunity to survive",3,sages
237,"I have a slightly positive view towards affirmative action.  But the standards need to be applied fairly and the results need to be reviewed often.  If it’s found that certain minorities are given advantage over others, that wouldn’t be fair.  I would be concerned that individuals  who have worked hard to get to a certain position may feel slighted if a minority is bumped ahead or even level with someone who has been a dedicated worker for many years.",3,sages
242,"I believe a woman should always have a right to choose. It is her body, and no one should be able to control whether she has a baby or not.",3,sages
245,I think that abortion should be legal everywhere because it’s a woman’s body and no one should be in charge of it besides her. Making abortion illegal will definitely and has already cause more harm than good. More women will die as a result of performing at home abortions. More children will end up in foster care because people who don’t want children are being forced to have them.,3,sages
246,"I strongly believe that abortion should be legal. The fact is that when abortion is legal, abortion rates go down, because there is more sex education and information about what will happen. When it is illegal, there are back alley abortions that are dangerous and unsafe and many times end up in the death of the mother. When abortion is illegal, there is no precedent to improve upon sexual health and education, and access to birth control is also being restricted, meaning that abortion rates go up. Aside from this argument, I don't think the government has the right to force a woman to carry a child for 9 months that she does not want. Childbirth and pregnancy are traumatic and not every woman wants to be a mother.",3,sages
247,"I believe drugs should be legalized federally because in the current state they are illegal in most states, and this creates only a larger drug abuse issue, resulting in more overdose deaths. If they were distributed by an agency and tested for safety, the deaths would decline. This would also create the opportunity to help the users get rehabilitation treatment and promote a safer and healthier lifestyle for them.",3,sages
248,"I strongly believe that all illicit drugs should be legalized.  Those who use these drugs, will gain access whether the drugs are legal or illegal.  With it being legal, there is better regulation which leads to safer use.  Alcohol was once banned, and is now legal.  It has terrible health effects, but is seen as neutral since it is legal.. as with many prescription pills.  However, almost all drugs have bad health effects. Some illicit drugs like mushrooms can actually be beneficial, though.  Therefore, why should a handful of drugs be deemed bad and illegal, when there are plenty legal drugs that have lasting negative effects?",3,sages
251,"I favor legalized abortion in all circumstances because I believe that decisions about abortion should be made between a woman (or child) and her doctor. I believe that life begins not at conception, but at first breath when a child can live independently of its mother. Before that moment I believe that the fetus is simply a part of its mother like any other organ or group of cells. I also do not believe that any pregnancy is ended casually. For a woman with a wanted pregnancy that goes wrong, the agonizing decision about what to do should be hers alone. For a woman (or child) with an unwanted pregnancy, I believe that a living person's life should ALWAYS take precedence over a potential life. I do not believe that a child should be forced to carry a baby conceived by her father, her brother, her uncle or a stranger. I believe that the first priority should always be given to the health and well-being of the pregnant woman or child.",3,sages
252,The police should be defunded because their massive budget could be more productively used to fund other government facilities that would have a more positive impact on the country.,3,sages
256,I believe vaccines mandates should exist because it improves health and prevents the spread and evolution of dangerous diseases. Those who are infected with the vaccine will face a weaker virus compared to those who are not vaccinated.,3,sages
260,"I think standardized testing is a good idea in principle, but is in no way a true measure of intelligence/capability. The ability to memorize a set of very specific facts and score high on a test doesn't demonstrate actual application of those abilities and fluid intelligence. Additionally, having the tests be something that needs to be paid for ($50-$70) makes it inherently biased towards more well-off students. This is discriminatory against poorer students and limits equal access to education, which subsequently influences college admissions/access to degrees, eventually contributing to societal imbalances where the rich get richer and the poor get poorer.",3,sages
261,"I support affirmative action as it is designed to eliminate unlawful discrimination among applicants, remedy the results of such prior discrimination and prevent such discrimination in future.",3,sages
262,If they ever try to mandate vaccines this person is not having it!!!!,3,sages
265,"I support making abortion legal. There are many reasons why someone would want an abortion; not all of them involve not wanting to have a child in the first place. Other situations, like having a miscarriage or ectopic pregnancy, sometimes necessitate having a medical procedure, which is categorized as an abortion, in order to safely remove the baby and/or save the mother's life. Other cases, like when someone under 18 is raped and becomes pregnant, could result in the person choosing to get an abortion. Essentially, I believe that nobody should be forced to have a child is they don't want it. Nobody should be forced to go through pregnancy and/or birth. Making abortion illegal takes away a woman's right to choose.",3,sages
266,"Legalization of illicit drugs. Since Seattle gave the greenlight to every type of drug, places that I used to have fond memories of have become unrecognizable. There are groups who have zero respect for those around them leaving paraphernalia in public spaces and once high they tend to have unpredictable behavior. The governments of cities like this tend to turn a blind eye to these populations and protect them over innocent bystanders that are victimized by them. I have yet to see a cleanliness around needle exchanges, safe houses, etc. If it becomes more difficult for children to get alcohol than illicit drugs where the origin is a mystery will only exacerbate this issue.",3,sages
267,"I believe that making drugs legal will have a dramatic effect of the black population, the criminal just nice system and the health care system.  Since it has been proven that black and brown people are much more likely to be arrested for drug offenses and when they do get harsher penalties, making drug legal will take that completely out of the picture.  The criminal justice system is clogged to the gills with drug cases and getting rid of them will elevate so much wasted time.  The health care system, while it will have to take the brunt of this transition, drug use and addiction should be handled as a health care issue anyway, so this is just putting it where it belongs in the first place.",3,sages
268,i think abortions should be legal because it's the women choice abort the baby. their body their choice.,3,sages
269,"Making illicit drugs legal. I am a firm believer that we should go the exact opposite way than we have gone. The War on Drugs was a terrible initiative that did nothing but boost the black market and harmed communities. You cannot treat addiction by criminalizing their behavior and not providing the correct resources needed. And we all know that the CIA in the 70's or 80's actually tricked Black Americans into cocaine addiction under false pretenses, thus contributing to the drug/crack epidemic we are still seeing today. No matter if they are legal or illegal, people will do drugs for different reasons. But if we have enough open resources away from shame and stigma, more people would be less likely to continue using and more likely to seek help. With sweeping legalization, it would effectively run the Black Market of drugs into the ground, or at least make it much less profitable than it has been. As someone who has gone through trauma, it is really why I hold this view. There is such a misconception about addiction. No one wakes up one day and randomly says to themselves ""I am going to start using heroin, just because, and become addicted to it."" And there are people who can take hard drugs like that once, and never have the pull to do it again. If we start looking as addiction as a symptom of trauma or something greater, and not just a disease, then we will have a greater understanding/empathy for those that are addicted.",3,sages
270,"I believe standardized tests should be removed because they mainly hurt poor students. Testing performance is heavily impacted by the resources available to the student: tutors, college pre schooling, special courses. Theses resources are not available for many low income student. Additionally, students who are well off can solely focus on test preparation whereas other students may need to work or help at home.",3,sages
272,"Abortion is wrong in every way. A human life should be protected at all costs and respected. It ultimately is a reflection on how little human life has value in our society unless we can personally get something from them. Abortion highlights the most barbaric attributes of any society and cannot be justified in any way. People like to always bring up misarranges and delivery complications, but that doesn't mean it has to end in a deliberate abortion. If the baby is viable let it live why does murder have to be the only option?",3,sages
273,"I believe abortion should be made illegal because I think that sanctity of human life trumps everything else. I believe that the pro-life stance is progressive because it grants every human being, even those at different forms of human development, the right to life. One doesn't loose their ""humanness"" at any stage.",3,sages
276,I believe that drugs should be legalized. It would lessen the drug wars and would lead to less needlessly jailed people. A person should be allowed to do with their body what they want.,3,sages
277,"Standardized testing
I believe that standardized testing is not an accurate reflection of a students knowledge. Some people don't test well. Some have learning disabilities that make testing hard. There are other ways to get an accurate picture of a students overall knowledge and other factors to consider.",3,sages
283,"I am opposed to standardized testing. I spent many years working in education, special education to be specific, and found that some of the brightest students simply could not sit for a three + hour exam and do well. Yet these same students could excel in debate and mathematics and so on when given the additional time they needed to perform to their level of ability. In short, we as humans are not standardized so our testing for college entrance should not be standardized either.",3,sages
284,"I think that vaccine mandates are good for populations.  There need to be exceptions for people with known issues with vaccines, or certain medical conditions, but that covers a small percentage of people.  Having enough people vaccinated greatly reduces the spread of crippling or killing diseases. In time, vaccination campaigns can even eliminate diseases altogether.  Vaccines prevent harm and death and do so in numbers that far exceed negative reactions.",3,sages
285,"I believe that Abortion should be illegal, because I see it as killing a live person. People call the baby a fetus, but that baby has a beating heart. Thats someone that is alive. The baby doesn't have a choice of whether it wants to die or be born. It's innocent in the entire thing. people talk about it being a better choice for the baby. I live with a chronic health condition, are you saying that I should be killed now because then I wouldn't have to live with this? it doesn't make sense. You shouldn't get to kill someone because its not a good time for you. if you are mature enough to have sex you need to be mature enough to deal with the consequences of said actions. Birth control and condoms are out there EASILY available, for free even!",3,sages
286,Abortion should be legal because no one should be barred from medical help because of someone else's religious beliefs. The fact that it's even a controversial topic and that women are being kept from getting abortions shows just how backwards and horrible our country is.,3,sages
287,I support Affirmative Action because it addresses historical racism.  It attempts to bring equal outcomes to different groups who have traditionally been under represented.  It recognizes institutional racism and attempts to correct it.,3,sages
288,"Abortion should be legal up to a certain point. It should be up to the mother whether she wants to carry the pregnancy to term, because I don't believe the fetus qualifies as a person up to a certain point in a pregnancy. Women should be free to do with their bodies as they choose. In many cases, carrying a pregnancy to term risks the mother's health. Creating an unwanted child creates problems for society, and can be worse than death for the child.",3,sages
292,"Abortion should not be illegal. It removes women’s right to control their own bodies. Prohibiting abortion is based on the religious view that life begins at conception. That is both an inappropriate legislation based on religion, and also contrary to what science shows. It causes societal harm by having many children born into situations that will not be good for them or their families. The burdens of this policy fall disproportionately on the poor. It revictimizes people who have been raped.",3,sages
293,"abortion should be legal, because there is a clear need for them, when the women go through them. However, counseling should come with the intent to abort.",3,sages
299,"I will be writing about abortion. In an ideal world, abortion would not need to be legal and even if it was it would never be used. We, however, do not live in an ideal world which makes abortion a necessary medical procedure that should not be infringed. There are so many health, social, and economic issues that abortion provides a medically necessary procedure for. I, and most people I would imagine, do not enjoy the idea of abortion or the loss of a fetus that could grow up to be an amazing person. However it's necessary in our society and women do not make the decision to get one lightly. It is a process that is a hard choice but ends up being the right decision for that woman at that time.",3,sages
301,Mandatory vaccines. I am against that as people should be able to decide on what they put in their body,3,sages
302,"My feelings on abortion are very mixed. I believe it should be legal because there are times it's a terrible necessity, such as rape/incest and the life/health of the mother of the fetus. At the same time, I believe that after the third month it is taking a life and I'm very uncomfortable with that. I feel it should be legal with time restrictions but acceptions for those things I listed above. It should be okay to do at any time for any reason, I favor improved birth control over abortion.",3,sages
304,"I believe that abortion should be legal because making it illegal does not stop determined women from seeking abortions. Access to safe and legal abortions is a medical right for women to have, and women should have the right to choose. Safe abortions should be available no matter the reason, but especially if it’s a medical necessity or for rape cases. Children, and especially infants, require a lot of work, time, resources and money that can be unaffordable and difficult for some parents, and abortion should be an option for family planning.",3,sages
305,"Abortion should remain legal.  Nobody should own the rights to a woman’s body.  No woman should be forced to birth a baby and put her own life at risk, have her rapists/abusers baby.  This is not a religious or government issue but a deeply personal choice for the woman.",3,sages
309,"I think we should legalize opiates like they did in Switzerland. I think addicts should be able to get administered by a health professional. And while that is going on they can get help for the underlying metal health issues and get of drugs that way. In Switzerland that have a very high success rate and it saves lives because it is all done under the care of a doctor.

Drugs like marijuana should be legal everywhere like that are in CA, MA and other states. It non-lethal and pretty safe to use. and it has some health benefits.",3,sages
311,Being able to use military money to help those unhoused and in need of equitable services will allow our society to become more balanced and compassionate. If we continue to see more force as t only answer to a cry for help we will only continue to degrade our society.,3,sages
312,"I think that abortion should be legal because women have a right to medical privacy and the procedure would still be performed illegally which would make it less safe. There need to be limits on the procedure, but at the end of the day the criminal Justice and foster care systems are overworked enough as it is without enforcing this ban.",3,sages
313,"I believe that illicit drugs should be legalized in the US. I hold this view because I feel like how substance use is handled in the US is abysmal. Instead of rehibilitating people from substances, we criminilaize people for drug use, especially black and brown Americans. By legalizing drugs in the US, we as a society change how we approach substance addiction and the ways we take care of each other. By legalizing drugs, we also allow for more oversite on substances that go out on the market. This could mean less drug overdoses due to unmentioned Fentanyl spikes in drugs or just due to overdosing in general.",3,sages
314,I support abortion because it is a woman's right to choose. A woman should not be forced to have a child that she does not want to take care of or is incapable of taking care of. Neither should she be punished for wanting to have sex.,3,sages
317,"I think the legalization of drugs is bad for the community; therefore, I oppose this. The legalization of drugs would cause a significant spike in drug use, victims, and drug addicts. This would cause our community to become even more dangerous than it already is.",3,sages
319,The issue of legalizing drugs is one i don't feel that strongly about because it is hard to imagine a best case scenario actually happening because it would likely be implemented poorly,3,sages
320,"I support defunding the police because I believe police officers don't prevent crime, they just respond to it. Studies have shown more investments to reduce poverty, investments in K-12 education, building jobs,  increasing wages, etc. will reduce crime. I think if some heavily policied cities in the US like NYPD, and DC Metropolitan Police Department would benefit from more money being invested in social services, social workers, and K-12 education. I also think that as long as this country doesn't do anything regarding gun control and reducing gun violence, violent and nonviolent crime will always be present.",3,sages
325,"I feel like I should choose affirmative action because I couldn't think of just small points. The idea behind it is that it helps put minorities and people who have been enslaved back on a better footing to succeed in society. That is a HUGE pro and should be the end of the discussion. But on the other side there are many cons. People taking advantage of the system, unfair treatment for those who do not qualify ect. While I understand these are real issues that can happen the good of affirmative action far outweighs the bad.",3,sages
327,"I believe vaccines should be mandatory unless at least doctors agree that it would harm the individual to be vaccinated.   We live in a society where diseases spread quickly and globally, vaccines offer the best bet of protection for everyone.   The risks associated with vaccines are very small, but the risks of a highly unvaccinated population are huge.   Small children and some with significant medical conditions can’t be vaccinated and it would be catastrophic if they caught certain diseases, we have a moral obligation to do what we can to protect them.  Some diseases will also evolve and become more dangerous if we don’t vaccinate against them now.  Our healthcare system is also crumbling in a lot of ways, we don’t need the additional burden that unvaccinated individuals will put on the system.",3,sages
328,"Making abortion illegal is a step backwards for any country that makes it so.
It takes away basic autonomy from patients about making healthcare decisions and family planning decisions. It is a gross abuse of power and is not rooted in science while dismissing half the population as being less than the other. It's an archaic view and insulting and dangerous.",3,sages
329,"Women do not need anyone to interfere with what they do with their bodies, even when pregnant. For one, if women had better, safer, and effective forms of birth control, they would not have to make these types of decisions to begin with. Although there are more available birth control methods, than from previous years, they are not necessarily safe for women to use. Abortion is a personal issue that must be left up to a woman to decided to do or not to do.",3,sages
331,I understand people being for vaccine mandates but the government has no right to tell you to take something that you do not want.,3,sages
332,"I have never been in trouble with the law, but I have never really liked or trusted them either. This, in spite of knowing some law enforcement officers well. I kind of understand why some people would say that we should defund the police. If you look at all of the horrible things they have done, it sort of makes sense.

However, what do you do once they're defunded? The United States, as it is now, wouldn't hold together without the military and police to enforce the will of the powerful on the rest of us. Law and order is how they sell it to us. At the end of the day, it is about control. So if we were to defund the police, who would be the most likely to replace them?

Common sense says it would be the military. In many places police are already being militarized. The end result here is fairly predictable... Before too long, people would be wishing they still had the local cops around. The way I see it, this comes down to a choice between two evils, and in this case I really believe the police are the lesser of the two.",3,sages
334,I don't believe all drugs should be legalized. There is an opioid epidemic in the midwest at the moment and kids are being exposed to drugs at younger ages. Tax payer money is being used to resuscitate overdoses with a medicine such as Narcan. Microdosing may help those with mental health issues and overall quality of life. But these drugs can be addictive and have been proven to be addictive.,3,sages
335,I hold the view that abortion should be legal because it is healthcare. Safe healthcare should be more of a right for all American citizens and eliminating a woman's right to choose is a giant step backward because it takes away a right that has been in place for decades and is government overreach. Abortion is a safe medical procedure when it is legal but becomes unsafe when made illegal.,3,sages
338,"I think mandatory vaccinations are a very important part of a civilized society. I think it prevents a few people from making many sick and it helps with the health system as a whole. I think without them it is virtually impossible to rid the world of certain diseases,",3,sages
339,"I am in favor of keeping standardized tests, because there should be a standard way to measure students' aptitude and ability. We should not be dumbing down our standards in the name of ""fairness"". As much as we like to say everyone is equal, everyone is clearly NOT of equal ability, talent and intelligence. Not to mention the hard work that it requires to study and prepare for learning and testing. Those who put in the effort and hard work to excel should be rewarded for their effort, and a higher test score validates that.",3,sages
340,"I think abortion should be legalized because the right to have an abortion allows women to safely access a medical resource that aligns with what they want to do with their body. If abortion is illegal, women are left to fend for themselves and find unsafe ways to carry out an abortion. Also, a women becoming pregnant does not always become in a safe and consensual way, for example: rape, incest, etc. that has already stripped the woman from her autonomy. It should be the women's choice to do what she wants with her body and to be able to access the necessary resource for her morals and belief and as her right.",3,sages
341,"I believe abortion should be legal. It is and should be a woman's choice, it is her body and her life. Woman shouldn't be forced to have a baby. Some women are raped and become pregnant. Some children are being forced to give birth. It can be fatal for a woman to give birth sometimes.",3,sages
343,"I am for vaccine mandates. I am particularly opinionated about this topic because I have witnessed family members fall victim to conspiracy theories regarding a ""link"" between autism and vaccines and how this single idea leads them down the conspiracy rabbit hole. I don't know how to convince them that big pharma isn't out to get them and the government and Bill Gates isn't trying to reduce the population through vaccines but the minute they begin tuning into The Highwire by Del Bigtree I'm not sure there's a way to save their mind. I think letting people over the age of 40 have access to youtube unsupervised is the worst mistake we've made as a society.",3,sages
344,I oppose defunding the police because it will only allow more criminals to get away with their crimes due to the lack of police funds. It will leave more victims without justice and society would become more lawless.,3,sages
345,"I think mandatory vaccine mandates are needed because they help save lives and also the lives of our future generations as well from not getting sick. We have eradicated smallpox, which was a very dangerous disease, and it would help humans a lot if we could eradicate more of these dangerous diseases. Vaccines are also moderated well by our government agencies before being released to the public, so they are not harmful to humans.",3,sages
348,"Defunding the police would do more harm than good. While they do have too much power at times and do unjustly use their power, they still save and help many. By defunding them, it would make helping others much harder.",3,sages
349,"Affirmative action is only needed because of the unfairness and  abusiveness to particular groups based on their gender, race, sexuality, creed or nationality in areas in which they are underrepresented, such as education and employment. Fair is fair.",3,sages
351,"Removing the standardized test is probably the biggest issue for me. The nation is low and dropping rapidly in education and just having friends abroad, or even interacting globally on a casual scale, is enough to realize that America is more and more broadly considered the butt of the joke. Our in-place systems are failing, both us and in general, and there is only one greater problem (instructor pay) than the standardized test which encapsulates everything wrong.

By forcing students through an ever increasing list of requirements that they MUST know, teachers are often forced to speed through topics in as rote and dry manner as possible just to touch on all of the details. It prevents more engaged approaches towards fields that would benefit immensely from unorthodox/non-standard teaching methods such as the STEM fields, where many people simply do not interpret what they are learning in a way that feels approachable or engaging.

Further more, as the test continues to grow, undue pressure is placed on the students to retain information shown to them in sparser and sparser spans of time. It's doing no one any favors, either as student or teacher, and beyond that, we have continuing evidence that churning out raw test numbers has often only served to cultivate test-taking as a skill set, rather than cultivation of the subject matter itself.",3,sages
352,"Abortion should be legal to a certain point because a woman has the right to choose if they want to give birth. Should be legal at all stages for rape, incest, and birth complications.",3,sages
353,"While I’m not truly in favor of decriminalizing all drugs it’s obvious that the war on drugs is not working. I do think by decriminalizing it will will help with crime as there will be no need for dealers and also I feel there will be a reduction in the amount of drugs altered with substances like fentanyl.

Would the legalized drugs be dispensed medically or like alcohol?  How would it be monitored? How would addiction be handled?  

How are recreational drugs and alcohol a benefit for anyone?. I have only seen it ruin lives.",3,sages
355,"Abortion is a issue of controversy because humanity wants to make this issue as something necessary for our current society, which is not in depth is that through this action we are killing future human beings and is morally mislead of the world population, although in some cases it can be necessary to save the life of the mother that this and danger of death due to pregnancy problems.",3,sages
356,"Drug policy needs to be reshaped to be more focused on harm reduction rather than a ""war on drugs"" or otherwise an outright ban. As much as I want to see less drug use, making drugs illegal doesn't work, and has many other negative knock-on effects, such as giving a monopoly on drug sales to criminal organizations, who obviously pay no taxes on top of all the other problems they cause. There are many drugs that are less harmful, or even beneficial, compared to a common legal drug, alcohol. So while I support decriminalization of drugs and allowance for use in medical research, overall I would like to see policies that reduce the negative impacts of drug use overall, preferring treatment over expensive mass incarceration.",3,sages
358,"I believe abortion should be legal, and should perhaps even be expanded in many cases, for many reasons. As I detailed earlier, I believe forcing women to undergo that experience, or perhaps worse, utilizing unsafe means to circumvent it, does not serve to benefit society in any way. Making abortion harder to access results in more children being born to parents that typically do not have the means or desire to be parents, creating a vicious cycle of neglected children growing up in difficult situations to only to repeat it and very rarely being able to break out of that cycle. It makes society a worse place with no tangible benefit towards that society, only the esoteric one of preserving a human life, if you even believe that.",3,sages
359,Vaccines.  I think everyone needs to do their own research and do what is best for them and their kids.  I don't think anyone should make anyone get a vaccine,3,sages
360,"I think abortion should be illegal because it is the taking of the life of a human. That's called murder. Once a heartbeat begins, we should be caring for the baby and the mother carrying it. They both should have rights in the eyes of the law and medicine. Of course there will be difficult instances, involving rape or medical issues, and those should be guided by psychiatrists and doctors. If a pregnancy is going to kill or severely harm the mother, then maybe the gentle, loving thing to do is end that life. But we need to stop the rampant killing of inconvenient babies. 

So many abortions are had by people in committed relationships. Moms who already have a kid or two, know how demanding they can be, and chose to continue to have sex and just abort the little sibling. So many people view abortion as just another form of birth control. It's not. The ease of having an abortion shouldn't allow people to feel ok with unprotected sex. 

All people are image-bearers of God, our creator. All people should be protected and cared for, fed and educated and supported by each other. Abortion isn't the one issue with society. It is one of many, and the solution is going to involve many changes.",3,sages
362,"I think standardized test should be done away with as a benchmark for performance. The ACT and SAT are only able to predict success within the first year of college but those scores can be very limiting to people who did not score well on them. For example, prospective teachers who did not score a 21on the ACT in TN were required to pass the Praxis 1 series of test. This is really just a money grab from the testing companies.",3,sages
363,"Abortion is a disgusting process, in my opinion, and I would not be able to perform one myself. As a man, I don't have to worry about ever having an abortion. But I have a lot of sympathy for young women who get pregnant, and don't want to devote the next 18 years plus to a child that they don't want. Having a child changes everything for a woman. It costs a ton of money, and requires a lot of time and energy. I am willing to turn my head away from the gruesome act of abortion, if abortion helps society function better.",3,sages
365,My position on abortion is pretty neutral. I think they should have the right to get an abortion because this is a free country after all. But should be if they have gotten pregnant not because of their decisions but an event they had no control over. I feel though each state should decide their own laws on it and people who'd like to get one just live in the states that allow it. So at the end I'm not really against or for it but to each their own.,3,sages
368,"I believe some, if not all, drugs should be legalized. Legalizing drugs would provide opportunity to regulate drugs. This also brings opportunities to use the profits made legally selling drugs to be used to help the community like the education lottery does with lottery tickets. Providing drugs legally insures a safer supply of drugs that have not been cut or laced with anything reducing drug related deaths. This will also reduce street crime and put dangerous drug dealers out of business.",3,sages
