ID,Paragraph,LatentClasses,LatentClassNames
441,"I believe that women should have access to abortions because making them illegal accomplishes nothing. It will not prevent women from abortions, it will just prevent them from having legal abortions. This means that women will have to undergo abortions that are not in a medical setting, which is dangerous. People forget that women can be raped or lied to about contraception, which means that it is not their choice or fault for being pregnant. They also forget that there are complications to pregnancy that can cause birth to kill the mother. It does not make sense that people wanting to prevent abortion say they care about the child, because they give no consideration to whether the women giving birth. They also don't consider that when people have children they don't want, these children often do not end up having good lives.",2,zealots
444,"I am strongly in favor of keeping abortion safe and legal because people who are able to become pregnant should have absolute say over whether they bear a child or not. Carrying a pregnancy has enormous health, economic and emotional implications and the person bearing the child should have final say over this life-altering choice. This doesn't even begin to touch on external circumstances that would make abortion an otherwise logical choice, such as rape, incest, pregnancy of a minor, or the health and life of the mother and/or fetus at stake. Pregnancy may be common but it doesn't make it any less dangerous or life-changing in ways that those who cannot get pregnant can viscerally understand.",2,zealots
449,Abortion should be legal because it is healthcare.,2,zealots
450,"While I scored very well on standardized tests and even received scholarships because of them, I believe they have reached the end of their previous benefits. Many incredibly bright students struggle with performance anxiety during tests. This inability to perform, whether due to a learning disability or the mental hold of anxiety, has the ability to literally end an educational career. For instance, a student with exceptional grades and extra curricular activities may not have a test score that accurately shows their skill OR drive. This could result in loss of scholarships that would have afforded an opportunity at higher education. Instead that may go to someone like me, a person who performed well and scored high, but ultimately left school before the end of senior year because frankly, I didn't know what I wanted in my life. Everyone deserves a chance at greatness.",2,zealots
464,"The decriminalization of illicit drugs should take place in a manner that aids convicted persons who were incarcerated for minor uses of opioids, while still ensuring that such drugs are prescribed in a safe manner to prevent abuse and overuse. Decriminalization will enable those dependent on drugs to be able to obtain these drugs in a safe manner, rather than depend on black market trades and dealers who may supply dangerous drugs with wrong dosages or other more dangerous substances such as fentanyl.

Decriminalization will also allow authorities to redirect resources towards other crime that may benefit the public more. In addition, decriminalization enables doctors and other health professionals to take on the role of ensuring that illicit drug users are able to manage addiction, use, and recovery in a safe manner without the user fearing retribution and penalties.",2,zealots
471,"I think drugs should be legalized because people will do drugs no matter what.  If they are legalized, then the drugs that people buy are safer than what can be bought on the street.  I also think legalized drugs have a lot less of a taboo that illegal drugs, so that should make them less desirable.  Legalizing drugs should also reduce criminal organizations whose main function is to produce and smuggle drugs.  Drug cartels are incredibly violent, so hopefully legalizing drugs would reduce this violence.",2,zealots
480,"I am very against the banning of abortion. As a woman, this issue makes me physically ill to think about. It depresses me. It really feels unreal that a supreme court decision, that was the model case to look back on when examining similar cases, could be so quickly and easily overturned. Its shocking that anyome thinks they should be able to dictate how another person lives their life. I feel so disappointed in humanity, though i do know there are many people who feeel the same as i do. I didnt really have any faith in government before this happened, but my fear of the gov't has grown exponentially. Who knows what rights they will come for, and ultimately take away next?",2,zealots
487,Vaccines should be mandated in certain circumstances. In circumstances where you work with the immuno compromised and children. A child shouldn't be sent to school to spread disease. They are sent to learn. Patients aren't sent to the hospital to die because of a nurse. They are there for help. It is common sense.,2,zealots
489,The police should not be defended because there is no viable substitute that exists. If someone calls 911 that person expects a competent individual to respond. That person needs to be trained to act appropriately.  The police have received such training. Until we are assured that  a replacement force has adequate training we should still rely on the police.,2,zealots
499,Government has no business at all in deciding issues of abortion. Completely a non-political matter. A few republican judges should not be deciding whether or not women can have abortions. Stay out of it.,2,zealots
500,"I think that affirmative action is important in our society because our society is still not a meritocracy, even though we claim it is. Due to historic disadvantages of certain groups, other groups have had the chance to advance in terms of work, employment, health, housing, and other similar areas--often at the expense of the historically oppressed group. Affirmative action helps create a better platform from which we can attempt to reach equality.

I've seen this firsthand, and often feel that I've just been fortunate enough to be born as someone of a somewhat ambiguous race, who is not easily categorized.",2,zealots
504,"I oppose affirmative action for the most part because it just seems unfair in merit based areas. These places were originally created to take the best of the best (like college admissions), but AA just circumvents this for social issues. That leads to substandard candidates and ruins the lives of more qualified people. Many AA candidates struggle to even graduate, which makes this worse.",2,zealots
506,"Affirmative action - I chose this because I am non-white. With this, I get a fair share in employment and other opportunities that would have otherwise open only to whites.",2,zealots
514,"I believe drugs should be legal.  Other countries have tried similar programs and overall usage went down.  It is easier for people to seek treatment for addiction, treatments for depression can be made available to sufferers, and the incarceration rate can be reduced.  There are too many people in prison for small drug crimes, and keeping that many people in the prison system hurts society overall.

Crime would be reduced, and drug clinics can save lives instead of someone getting last-minute treatment from an EMT.  This would also take power and influence away from cartels.  I hold this position because dealing with it the usual way damages lives.",2,zealots
515,"I am 64 years old and although affirmative action was not applied to Asian students (many people do not know this), I was admitted to Cornell and NYU Law School despite lower SAT and LSAT scores, because I came from the inner city of Los Angeles and did quite well for someone from a lower income family.  I always worked at least 20 hours a week since I was 15 and still got excellent grades.  I went on to work in a Wall Street firm.

Colleges are a place for student to grow and learn in the free exchange of ideas.  Most students in the late 70's had no idea about my life and my values and the trials that my family has faced in the US.  We were able to learn from each other.  

SATs and GPAs are not the only indicators of how students will contribute on compus and whether they will be successful in life and successful at college.  

Finally, Asians are now often discriminated in admissions, because Ivy League schools are looking to have diverse classes.  I don't think that white people understand that Harvard could by 85% Asian without affirmative action and other programs that look at a broad range on factors in admission.",2,zealots
517,"I'm going to go with abortion.

I'm neutral to slightly against abortion.

I believe life is extremely valuable.

It's a silly thing but the odds of our parents meeting and producing us, of their parents meeting and producing them, and on and on for generations are just so incredibly small.

In some cases I think it's understandable but when someone wants to have an abortion because they made a mistake and it would inconvenience them I'm not so sure it should be legal.

But it's a very complicated issue and I'm OK with whatever we vote for.",2,zealots
522,"Police Departments have way too high a budget in my city. They get paid way too much to only solve a small percent of crimes. They do not need state of the art military equipment to use against civilians. Defunding the police is like putting a bandaid on a bullet hole. The entire system can burn to the ground for all I care. The rampant corruption is reason enough to disband the entire thing. Bunch of touchy psychopaths allowed in our streets with guns, tasers, and hand cuffs? No thanks. I wouldn’t even feel this way if they were ever held accountable for their misdeeds, but no, they deny any wrong doing. If accountability is out the window, take their money. They WASTE money in my city.",2,zealots
524,"I am deeply passionate about the right to safe abortions because I am a woman who accidentally got pregnant at a young age and there was a law that prevented me from getting an abortion. I had an abusive partner who was an alcoholic drug addict (he was also cheating on me). I lost my job and couldn't work because I had ""morning sickness"" for 5 months. I was forced to bring a child into a broken home and ended up losing custody on accident when I signed paperwork for him to be on his father's parents' insurance plan, which was and is still very traumatic. My illnesses (endometriosis, adenomyosis) got worse and my overall well-being and quality of life diminished. I am still living in poverty and a lot of the opportunities I had to work and go to college were stripped away from me. 

Since men have the choice to put their penis inside women, women should also have the choice to abort a cluster of cells that will eventually grow into a living behing that has astronomical financial, emotional, and physical needs, often forcing them to be a single parent and rely on things like WIC, food stamps, welfare, etc. The choice of whether or not to give birth soley relies on the man with a penis. If he kept his penis out of a woman, there would be no chance of her getting pregnant.

In addition to that, many women are raped and are forced to give birth. Who would want to grow up knowing that they were the result of a life-long traumatic experience? Women who are raped should not be forced to give birth - they should have the option to abort. Especially things like incestual rape, which will result in a human being with disabilities due to the incest. Not only that, but the child will grow up knowing that they were conceived in a disgusting and disturbing way.

Another issue is that there are women who cannot have babies due to their health, and there have been many mothers who have died during childbirth. Eptopic pregnancies are life-threatening and yet abortions being illegal m",2,zealots
525,"Standardized testing is not the end all to college admissions, as GPA is often more consistent for a future look into a student's performance at school. ACT and SAT are not consistent in the categories of testing, where the pre-test review materials often not line up with the actual contents of the test, making the preparation meaningless and only increase student stress. These high school graduates should be able to prove themselves with just a history of what they did in school and the GPA instead of these arbitrary test-them-all thing that isn't representative of what is to come in the college experience.",2,zealots
529,"I strongly support keeping affirmative action. The inputs in selection processes are biased, so affirmative action overcomes this.",2,zealots
531,"MANDATORY VACCINES SHOULD BE MADE MANDATORY BECAUSE NO ONE HAS THE RIGHT TO MAKE MYSELF OR MY CHILD SICK. 
STANDERIZED TESTING SHOULD BE BANNED BECAUSE STUDENTS HAVE ENOJGH TOIN WORRY ABOUT DURING THEIR SENIOR YEAR, LIKE WHAT COLLEGE AND IF THEY WILL GET ANY LOANS FOR COLLEGE. THESE TESTS DO NOT SHOW WHAT THE STUDENT IS TRULY LEARNING. TEACHERS WORRY ABOUT NOT GETTING MONEY FOR THEIR SCHOOLS SO THEY TEACH TO TEST.
AFFIRTMATIVE ACTION SHOULD BE ABOLISHED BECAUSE IT IS PROMOTING MINORITIES TO POSITIONS THEY ARE NOT READY FOR.",2,zealots
532,"I support vaccine mandates because they are a matter of public, rather than private health. The purposes of a vaccine are not only to protect the individual, but reduce the burden on the health care system and, more importantly, reduce the illnesses ability to spread. If enough of a population is partially or completely immune, an infectious illness will not be able to spread very far, and will be able to be contained. This is how diseases are controlled and eradicated - they require population level solutions, and thus population level compliance. If the population is not willing to do so without a mandate, then a mandate should be used - the same as we have used it for years for other illnesses that can result in harm if they spread. We also mandate illness where contagiousness is not a factor because we understand that children should be protected from disease, in general.",2,zealots
534,"i don't believe in affirmative action because  it creates an unfair advantage for people who are possibly undeserving. tests and applications and job advancement should be gender BLIND, race BLIND, and sexuality BLIND to make hiring/advancement a fair process.",2,zealots
536,I am strongly opposed to making abortion illegal because abortion is health care and is not a moral issue. It should not be decided by politicians who do not have the medical knowledge or experience to make medical decisions. It should be a matter that is only between the pregnant person and their healthcare provider. Making abortion illegal is just an attempt to strip women of their rights and dignity.,2,zealots
543,I think that for too long woman and minorities have been getting jobs and spots in collegs that they do not deserve.  I would not want to get a job or into a college because of my gender or race. I want to get in because i deserve it.  If I cannot lift a 100 pound dead weight dummy out of a burning car I should not get into the state patrol because they have to hire so many women. I should have to be able to do the same job as the men.  If I have a lower gpa I should not get the spot in a college over a guy just because of affirmative action.  That is sexist.,2,zealots
548,"I think we should legalize drugs. Mostly, I don't believe the state should be trying to control the behavior of adults. Let people do as they will and suffer the consequences. Also, I take issue with civil forfeiture laws, which are often abused to try to take property and have been quite lucrative for the state even though claims of the property being used in drug crime are often tenuous. I can see where there could be other advantages like allowing people to seek medical care or addiction help without such stigma, allowing people with chronic pain access to meds that will help (I hear a lot of people on long-term prescriptions for pain are having a lot of trouble with doctors no longer willing to prescribe due to the opioid crisis), removing a barrier that keeps a segment of the population from being able to obtain employment, and depriving gangs and cartels of a good chunk of their income.",2,zealots
558,"The police defunding issue is a great microcosm of American politics at this point. There are certainly more than two factions but there are two relevant factions that have a lot of influence, one of which (more left than liberal) tends to desire removing systems without that much thought of how it works, why it's there, or what to replace it with (the liberal side of the liberal/left alliance will tend to think more about what to replace it with, but that replacement is generally obvious, not new, and previously failed). The right/populist faction tends to support traditions whether they understand them or not (distribution is oddly random), though they're united by the Chesterton's Fence tradition that you should understand something before you try to remove or replace it. We certainly do have specific experiences we can use to guide us, of place without law enforcement or with ineffective law enforcement (from Somalia to Seattle's Summer of Love and the streets of San Francisco and many more). From these experiences we have very little to recommend these policies. There is certainly *much* to be reformed in policing as with many systems (every human system is subject to corruption), and the first part of any attempt I would recommend is transparency - the more we know about these systems and their failing, the better we can design our reforms (and abusers in the system and failed reformers outside it have little incentive to make sure this information is available).",2,zealots
559,"I think that standardized testing should be removed from the schooling system. Standardized tests are not the correct way to show a student's full potential, and it causes students to have increased anxiety.",2,zealots
560,I am against abortion. I don’t think anyone has the right to kill another human being. That life has no voice. They have a right to live.,2,zealots
561,"I believe that abortion should not be illegal. I think that there should be some restrictions on it, which Roe v. Wade established. I honestly fully look at this issue separate from my moral beliefs, because I think that the law and morality should be separate. The government of the United States is meant to be kept separate from religion. Being that I do not believe that a fetus is necessarily a human being until the purpose that it can survive on its own, I think that the decision to carry the baby or not is within the mother's medical privacy. It is honestly better to allow them to be legalized within reason as the odds are that mothers would find a way to do it for themselves or have crack pot doctors do it for them. Additionally, there are so many children who are already alive that are in or need to be in foster care that it would be unreasonable to spend our time fighting to keep babies alive so that they can end up even further overextending the system. We need to think about the whole picture to a certain extent. While there is a point where the baby should be prioritized, I believe that there is a time within the pregnancy that the mother should be able to choose. The outline set forth in Roe v. Wade was very reasonable and I think it should have been kept.",2,zealots
565,Abortion is wrong. It is murder. Women have birth control or the option to keep their legs closed. We have thousands if not millions of couples who would love to adopt children. Women have to stop using abortion as  birth control. If someone shoots a pregnant woman they are charge with two counts of murder because it is murder to kill the unborn. You cannot have both ways. It is not your body it is actually a whole separate body. People have to accept responsibility for their actions. Abortion use to be not such a big issue but the left had to take it to the extreme like everything else. Now they want to murder the babies up until the time of birth and even up to 24 days after. It is disgusting and it has to stop.,2,zealots
566,"Defunding the police
 Can you imagine our cousin there were no police? People that do follow the law would be too scared to leave their homes. People would be beaten or murdered without any consequences.children and women would be raped. Slavery would probably come back, and this time anyone weaker would be a slave. It is unthinkable what would happen to our country if there were no police.",2,zealots
568,"By affirmative action was designed to help reduce racism, which isn't actually fixed by rules.  Though it has done a good job of bringing equality to the forefront, these stipulations are no longer required.  People have grown to understand these ideals and do not need to be forced into choices, but left to choose among those best qualified, without the constant criticism of equality.",2,zealots
573,"When I was younger, the liberal media's position on abortion was the only one I heard. Being young, female, and selfish, I took it for granted that I had a right to control my own body, yadda yadda.

Then I became a parent, and slowly, over a period of years, my attitude changed. I marveled, as every parent does, over my baby's development. She started out as a lump that ate and cried and slept and pooped. Over time she rolled over, sat up, cut teeth, learned to understand what was being said to her--she turned into a little person with a personality all her own. It unfolded like a miraculous computer program, all by itself, or rather she did it all by herself. I shoveled it in one end and shoveled it away from the other, but it was all her doing the miracle. I would look at my little girl's head and think about all the potential locked up inside there, waiting to come out. Just think--everything she'll ever be is already in there! And if it's in there now, it was already in there the day she was born, and the day before that, and the day before that...and there is no point at which you can arbitrarily draw a line and say it's ok to kill this person  on this day of gestation but not on the next day. It's your DNA that makes you human and she had that from the moment of conception.
And I'm also a Christian and it's a biblical principal that we are to treat others in the way that is most beneficial to them, not according to our own agenda. Imagine if the abortion debate took up that concept. Insisting that you have a right to kill an unborn baby because you don't want to be bothered with it is profoundly selfish and it's a sad commentary on our society that so many people think selfishness is entirely justifiable.",2,zealots
579,"The issue I choose to write about is affirmative action being dissolved. I completely support affirmative action being dissolved 100%. While I don't think that affirmative action should have never been enacted, I believe that it has done it's job and is way overdue to be ended. I believe that during the years where integration of the races was still new, affirmative action was needed to make it so that racist hiring managers could not always choose the white (or other race) applicant over the black applicant. Racism was rampant in those years, and I believe this was started in good faith by politicians to help a race that was starting very behind the finish line. But it is now 2022, and the world is a completely different place than it was 60-70 years ago. Whites are now on pace to be the minority in the US, so why in the world do we still need affirmative action? If anything, we should start talking about affirmative action for whites! But people would blow their gaskets if that was suggested. We do not have racism as we did in the past, it is now time to make a fair playing field for all races to be hired based solely on their qualifications and ability to do the job. Not only is that fair, but think about a position like a fireman or a surgeon. Would you rather have your black surgeon have been hired over a much more qualified white surgeon simply because he was black? I would want the most qualified surgeon hired to be holding my life in his hands, I don't care what his race is.",2,zealots
581,"I think all women should have the right to choose what to do with their own body. Everyone makes mistakes, and not everyone is able to take care of children with their circumstances. I don't think we should force women to have children, we should allow them to have an abortion if they so choose. I hold this belief because I've seen too many women who are not able to take of their own children and neglect them because they didn't want to have children in the first place.",2,zealots
583,"I'm for the legalization of certain drugs but not all illicit drugs because I think people should be free to put whatever they want in their bodies as long as they aren't hurting anyone else. Personally I find drug users of all kinds to be dumb for even trying it in the first place but if they want to do it why should I stop them? Alcohol is legal and arguably worse than marijuana, if I didn't use it for cooking I would never buy it myself. It's either ban alcohol or make the lesser drugs legal in my opinion",2,zealots
584,I dont believe the vaccine should be mandatory. Even though I got it I dont believe they should force people to do something they dont want to do. Its against everything we believe in. The vaccine doesnt prevent covid it just makes it less worse when you get it.,2,zealots
589,"I believe abortion not only destroys the life of a baby human, but also the life of the mother and father who choose to terminate the baby’s life. Contrary to what is proclaimed, the women who aborts her baby carry’s that with her for the rest of her life. Choosing to give birth and care for the child or put the baby up for adoption is a selfless act which will lead to a more tender compassionate heart.",2,zealots
591,Legalizing all drugs is a terrible idea. It would be like San Francisco everywhere. Junkies shambling about like the walking dead.,2,zealots
594,Legalization of drugs is costly for treatment for our govt. People should be using so it should not be legal.,2,zealots
604,"Drugs should NOT be legalized in any way. People are too irresponsable to use it wisely and as a result, innocent people will be killed buy the actions of the users. That being said, however, someone suffering with a painful, terminal  disease may get relief using legal medical marajuana.",2,zealots
611,"As a Christian, I believe abortion should be legal. This is a healthcare choice and should not be treated as a public policy issue. Women choose abortion for many reasons and as long as it's early enough & safe then it shouldn't be illegal. As for the religious aspect: God told us not to judge others, they will have to answer for the choices they make in life and it's no one else's business nor right to force their own version of morality onto others.",2,zealots
615,"I firmly believe that standardized testing is needed. We should be judged at merit, not equality of outcome. When I was in school standardized testing was a major motivation for me to strive to be better, to learn more, to compete. I think true fairness comes from your abilities, not equality of outcome. If I work and study hard, that should be a major factor in me getting hired, not the color of my skin. I believe for most people in America, if you work hard you can succeed.",2,zealots
616,"I believe in limiting abortions but not totally abolishing.  Abortions should not be used as a form of birth control.  Victims of rape and incest should be allowed to abort.  Also, if baby has defect or mom is unwell should be allowed. In my view as a Christian life is precious.  Use protection when you have sex, it is free at clinics.",2,zealots
624,"I believe that the police should NOT be defunded, and that it shouldn't ever be a thought in our minds. If you look at how crime has increased in the past few years, how can anyone be prepared for what would happen if police were to be defunded, if they were no longer around to call on when you need help? They wouldn't be around to intervene in disputes, which they often do, and deescalate the situation, preventing violence and death. There'd be no police to call when a person's child is kidnapped. There would be no investigation. No criminal found. No justice. No one to stop rapes, murders, hate crimes, theft, the list goes on and on. It would turn into anarchy in this country. We would truly suffer if this were to ever happen.",2,zealots
627,"i'm against vaccine mandates. if a person wants the vaccine, then take it. if they do not want the vaccine, then they should have to take it. mandating something builds animosity and promotes disunity. in addition, the vaccines are fairly useless and only target a previous vaccine strain. natural immunity would build stronger and natural immune systems and help build confidence in a person, which would build stronger mental health.",2,zealots
631,If you have to put someone else down in order to lift yourself up then it is a false lift.,2,zealots
644,Drugs should not be legalized because I've seen first hand how it always destroys the life of the people doing drugs alongside the lives of all the people that love them not to mention the lives of the people that they rob rape and kill for said drugs,2,zealots
647,"Standardized testing brings light to areas of the curriculum that are lacking, and can be used to formulate education plans for improvement in those areas. For example, if standardized tests within a school showed that the average test results in math were below grade level, this is helpful for that school to know they need to improve their math curriculum and teaching.",2,zealots
649,I believe that the police should not be defunded. It is a public service vital to our society. Without funding the police we will have less protection.,2,zealots
654,"I am totally against the de-funding of any police force in America. Mu opinion such actions will increase the level of crimes in our communities, prevent emergency services when needed, provide no support during shooting and terrorist incidents, and cause high turnover rates in police forces.",2,zealots
655,"Vaccine mandates are terrible , but you have a communist government right now saying you must get the vaccine ohh really what about all the illegals coming over the border not one word about them getting a vaccine why is that??? But your forcing American citizens, military to get mandatory shots but yet they say everyone has the right to a abortion this government is beyond repair you have a Brian dead president who is shoved papers in front of him to read and has no clue what's he is saying.  These vaccines causing so many health issues and it's fact.  Main street media of course will not say a word because they are in cahoots with big pharma.  It's all about population control.",2,zealots
657,"I do not agree with mandatory vaccinations at all. We are a free country, not a communist one. Everyone should be able to make their own decisions about their own health. Not everyone can take some of the vaccines, and many times the vaccines don't even work, or have serious long-term effects.",2,zealots
660,"When it comes to abortion, nobody knows exactly when an embryo can be considered a human life. For that reason, it is better to err on the side of caution. People have different definitions of life, but for me, I believe that a beating heart and a functioning brain is a good start. However, some people are not opposed to abortion up until the moment of birth. At that point, shortly before birth, it is most definitely a human life. Abortion in the late-term, while the child can survive outside of the womb, is the same thing as killing a child after it is born.

When abortion occurs, the child (or fetus) is torn apart limb by limb and removed. It is at a time when it's been proven that the fetus is able to feel pain. The process must be excruciating. After the abortion, the doctors reassemble the different limbs to make sure they have all been accounted for. It sounds a lot like ripping apart a human being.

If a child is not wanted, it can be given up for adoption. I've read reports that there are 10 potential parents trying to adopt for every abortion. The aborted child has a chance to live a good life if they are adopted, they don't have that choice if they are aborted.

People argue for abortion rights claiming it is the right of the mother to do what she wants with her own body. But abortion is not just her body, it's also the right of the body of the fetus. If the mother were so concerned about doing what she wanted with her own body, she could have chosen not to get pregnant. Just because a woman gets pregnant shouldn't be a right to end a life.",2,zealots
661,"I think that affirmative action is overtly saying to black communities, ""We don't think you are good enough, smart enough or qualified enough on your own""  I think that there are many great candidates from every ethnicity and race, but affirmative action takes away jobs from well qualified people at times and gives them to lesser suited people based on race alone or having to fill aquota.",2,zealots
663,"With Affirmative action, I am against it. While I understand that schools and companies may use this method, it doesn't seem fair. When it comes to hiring people or accepting people into a school, it is unfair to use certain things to measure them outside of what they are there to do. Like accepting people into a school should only be about their test scores and nothing else. Just like hiring for a job should be about who can do the best job for this companies. While affirmative action may help some people, it will harm others. Sadly in this world, there are no even playing grounds when it comes to this. Some people work harder and get certain things and there are others who work hard and don't get things. It is an unjust practice but affirmative action is just as unjust.",2,zealots
666,"I am in favor of making all abortions illegal.  I think that life begins at conception and as a mother of four I realize what a gift it is to be pregnant.  I think that no one should be able to kill another life even if that life is very small and new, it does not make it less worthy.  I also know of many women who have regretted deeply getting an abortion and if it is illegal, women can not make a big mistake like they did.  I think that there are many wonderful pregnancy crisis centers and there is plenty of help out there, women just have to seek it out.  Abortion is never the answer.  If a women truly does not want their child, it is more morally acceptable to adopt the baby to someone else.",2,zealots
667,"I hold that abortion should always be illegal because it is a black and white issue on all fronts.  There can be no gray area in killing an innocent baby before it is given a chance to breathe.  There are gray areas in Murder or Killing a Human, such as War or Capital Punishment, but these are not innocent acts.  I am all for Pro-Choice - I say give the baby a choice whether it wants to live or not.  The mother is allowed to spread her legs, get pregnant, and then just kill off her mistake without even informing the father!  This is ludicrous and is somehow promoted as shameless and moral in our corrupt society.  Without even bringing God into the equation, a 5 year old child knows right and wrong and knows it is wrong to kill an unborn child.  My autistic son knows this and he doesn't read the bible, go to church, or even pray!",2,zealots
676,"I think that standardized testing should be removed from schools and entrance exams. The days of relevance have passed us and we judge students on a whole different dimension now. The questions on those tests are out dated and hold less meaning to current students. Students have less need for this type testing and more need of inclusion into colleges without the extra hassle. I feel this way because I see my nephew going through school and learning completely different types of things like math, I cannot understand what he has been taught. When I took the SAT, it meant something about my comprehension of the information, now it is not so relevant to students as it was years ago.",2,zealots
677,"I do not believe in defunding the police, crime will go up without police , people will know which cities have less police and go there . I've seen it happen before. My neighborhood is full of police and it's safe and less crime . I appreciate the men in blue.",2,zealots
685,"I am for abortion and the right to choose.  Though I am morally against it, I believe that the right to choose should be given to the mother AND father.",2,zealots
690,I slightly oppose legalizing abortion because I am a Christian and I believe that it is murder to kill an unborn baby in the womb. With that being said it is still a very complicated issue for me. I think God put humans on this earth to multiply and to create other humans and when a woman gets pregnant it is her duty to carry the pregnancy to full term and to have the baby. If people are not willing to do this they should not have sex and they should also plan very carefully who they have sex with to make sure the child will grow up in a nurturing environment. I am aware that there are complications in the pregnancy that make it to where either the woman or the child will live and it will either be one or the other so I feel that if an abortion needed to be performed in a life or death situation or if the baby was going to be born with a debilitating condition then I would support this. Also if a woman is the victim of rape or incest she should have the right to choose to get an abortion but this should be extremely limited. Overall I believe 95% of the time the baby should be carried to full term. I believe the Bible is the word of God and there are specific verses in the Bible about God breathing life into us when we are in our mother’s womb which I would interpret to mean we have life and a soul at that point. That is just what I believe.,2,zealots
695,"Abortion is murder, nothing more.  No person has a right to take another person's life, except in defense of their life or others.  Killing a baby doesn't allow that soul to live and experience this world.  Neither the mother nor the father creates life.  Only God creates life, and only God has the right to decide how or when a life should be taken.  God has full dominion over every living thing, because he created it.  God gave us dominion over animals, and we have the right to take an animal's life, but never a person's life because that it not within our dominion.  If a doctor takes a life, as in the case of abortion, that doctor is guilty of murder, period.  The mother is guilty of murder as well.  God's punishment for murder is death.  Both should have a trial, with two witnesses (including evidence), and they should then be taken out of the courtroom and executed publically in the town square.  They cannot have salvation --in the flesh--, and must be returned to God, so they can face the soul whose body they murdered and ask for their forgiveness as well.  Then there would be no need for abortion laws, and these things would cease to happen among us.  The Law is already written.",2,zealots
699,"Illicit drugs should never become legal under any circumstances.  If you allow small amounts of any drug to be a misdemeanor or legal, you will need large amounts of drugs to supply the users with the drugs they need.  The drug business is a cash business, where there is a lot of cash there will be a lot of guns to protect the cash and drugs.  There will  be a large amount of competition for territory.  All of this will add up to theft, crime, homelessness, and murder.  If you arrest the dealers and suppliers then you will leave helpless addicts with no where to go.  Just ask Oregon in a few years.",2,zealots
712,"I do not believe that drugs should be legalized. This is rediculous and should not even be considered. I have had drug addiction in my family and I know the consequences. This will only increase the number of people in jails and prisons as the addicts do terrible things when on drugs. I believe that the drug companies are pushing this so that they can get richer at the expense of the citizens of this country. If they are legalized, to begin with, they will be extremely high and therefore cause more addicts to do criminal acts to acquire the drugs.",2,zealots
713,"I think defunding the police is a pretty silly idea. If you cut the size of the police force you wont maintain a civilized society. The are where the police are defunded will become uncivilized and affluent people will move away, creating a hood like neighborhood like the inner cities of most large cities. It is so sill, that I just don't understand it. I think these people have no brains t think things out logically.  Somewhat criminally inclined people want to create an unlivable society where they are free to do whatever the want to whomever they want, whenever they want with no consequences to themselves for their actions.",2,zealots
714,Abortion should be legal for all woman. They should be in control of their own bodies.,2,zealots
715,"I believe the police should not be defunded because there could be major ramifications for doing so. If police are defunded there is a potential for chaos in society. If there are less police willing to work or get fired because they got defunded, criminals would commit more crimes. People would be scared to leave their homes because there are less police to protect them. There would be less resources allocated for police to respond to low level crimes or altercations. People would also be less inclined to follow traffic laws due to potentially not enough police to enforce traffic laws. Thus, it would be detrimental to society to defund the police.",2,zealots
721,We definitely need to fund the police more. Crime is out of control especially in large cities and it is creeping into smaller areas. Stop treating criminals as victims and lock them up for longer. No cash bail so they don't get out the next hour after arrest.,2,zealots
726,"Defunding police departments would put everyone at risk, especially those unable or unwilling to protect themselves. Human nature and history tell us that thieves and those who would seek to control others and take what they have are inescapable where people gather together. Without a police force, those who have worked for what they have and care for their families would be at never-ending risk of theft and harm and the need to protect themselves, their property and their homes would seem like a full-time job with no holds barred on doing what was necessary to do so. Violence from criminals would be routine, with law-abiding citizens resorting to the same in order to defend themselves. Those concerned with gun violence now would be in for a shock at the occurrences of it without a police presence. It doesn't take must common sense to know it's a monumentally bad idea.",2,zealots
734,I believe there is no reason for defunding the police. I feel if the funding were raised we could train police better and bring crime rate down. i can't understand why refunding the only organization in the country meant to protect the citizens would be a good thing.,2,zealots
736,"I hate/strongly disapprove of abortions because of multiple reasons. Firsty, it kills innocent life which had no choice in being made. Secondly, it promotes inappropriate behaviors. Thirdly, God disapproves so I do because I know its wrong.",2,zealots
738,Defunding the police will reduce the number of cops enforcing the law.  This will result in skyrocketing crime across the board.  It also will unnecessarily demoralize cops.,2,zealots
740,I don't believe affirmative action is constitutionally legal. We should hire based on skills and qualifications not based on the color or lack there of of a persons skin. I believe a person wants to be hired and needed because their hard work has paid off not because they were pigeon holes into a position that someone else was more qualified for because of a mandate,2,zealots
742,Americans want less crime and less profit for inner-city drug dealers and an end to the criminal activities associated with the illegal drug trade. Legalizing the sale of drugs to adults is proposed as the most effective solution to the drug problem.Legalizing drugs would: free vast sums of money for prevention and treatment of drug abuse and for reducing its root causes; reduce the occurrence of AIDS and other diseases transmitted by drug abusers; lessen the risk of drug overdose or poisoning; and allow for better prenatal care for pregnant women with drug,2,zealots
743,My position on defunding the police is that they should never be defunded. They have jobs and we need them.  They are here to protect us and to keep everything civil and to help us abide by the laws. Without them there would be trouble.,2,zealots
755,Defund police - I think we need police to control society and protect normal citizens,2,zealots
766,"I believe that abortion should remain a legal option for all women. Women should have the right to choose if she wants to keep a baby or not. There should be time limits, but the option should be available. Some times pregnancies occur in unplanned situations and it should be up to the individual to decide what to do.",2,zealots
